model,num_shots,test_split,instruction,gold_program,pred_program,strict_valid,prompt,raw_file
Qwen/Qwen3-0.6B,0,held_control_20,"carefully rotate right about-face, after that please make a bark sound, then um go backward for a while, and then go forward a little",[right:180][bark:0][backward:60][forward:30],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: carefully rotate right about-face, after that please make a bark sound, then um go backward for a while, and then go forward a little
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"carefully veer right all the way around, next kind of make a bark sound.",[right:180][bark:0],[left:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: carefully veer right all the way around, next kind of make a bark sound.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"kind of bark, after that please veer right about a quarter turn, next um make a bark sound, and then move back just a little.",[bark:0][right:45][bark:0][backward:10],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: kind of bark, after that please veer right about a quarter turn, next um make a bark sound, and then move back just a little.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"kind of bark, then um turn right a bit, then kind of bark, and then kind of back up a tiny bit",[bark:0][right:45][bark:0][backward:10],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: kind of bark, then um turn right a bit, then kind of bark, and then kind of back up a tiny bit
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"move ahead a little, next carefully go forward for a while, and then reverse a lot, then carefully bark",[forward:30][forward:60][backward:100][bark:0],[left:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: move ahead a little, next carefully go forward for a while, and then reverse a lot, then carefully bark
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"okay veer right a tiny bit, and then veer left all the way around",[right:15][left:180],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: okay veer right a tiny bit, and then veer left all the way around
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"reverse some distance, after that kind of let out a bark, then back up for a long while.",[backward:60][bark:0][backward:100],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: reverse some distance, after that kind of let out a bark, then back up for a long while.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"um make a bark sound, and then okay let out a bark, next please make a bark sound, and then carefully move back just a little.",[bark:0][bark:0][bark:0][backward:10],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: um make a bark sound, and then okay let out a bark, next please make a bark sound, and then carefully move back just a little.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"veer left all the way around, after that okay rotate left about a quarter turn, next rotate right a tiny bit.",[left:180][left:45][right:15],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: veer left all the way around, after that okay rotate left about a quarter turn, next rotate right a tiny bit.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_control_20,"veer left all the way around, and then rotate right about-face.",[left:180][right:180],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: veer left all the way around, and then rotate right about-face.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_control_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"First, go forward for a long while. Then, veer right slightly.",[forward:100][right:15],[forward:10],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: First, go forward for a long while. Then, veer right slightly.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"First, rotate left about a quarter turn. Then, rotate left a bit. After that, go forward for a while.",[left:45][left:45][forward:60],[left:15][forward:10],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: First, rotate left about a quarter turn. Then, rotate left a bit. After that, go forward for a while.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"First, rotate right all the way around. Then, rotate left about-face. After that, turn left slightly. Next, go forward some distance.",[right:180][left:180][left:15][forward:60],[left:15][forward:60],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: First, rotate right all the way around. Then, rotate left about-face. After that, turn left slightly. Next, go forward some distance.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"First, turn right a bit. Then, advance slightly.",[right:45][forward:10],[right:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: First, turn right a bit. Then, advance slightly.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"First, turn right about-face. Then, reverse a lot. After that, veer right slightly. Next, move forward for a long while.",[right:180][backward:100][right:15][forward:100],[left:15][forward:10],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: First, turn right about-face. Then, reverse a lot. After that, veer right slightly. Next, move forward for a long while.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"back up some distance, and then um turn right a tiny bit, then make a bark sound",[backward:60][right:15][bark:0],[left:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: back up some distance, and then um turn right a tiny bit, then make a bark sound
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"carefully go forward a lot, and then um go backward slightly, after that kind of veer right about-face, after that okay go backward for a long while",[forward:100][backward:10][right:180][backward:100],[left:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: carefully go forward a lot, and then um go backward slightly, after that kind of veer right about-face, after that okay go backward for a long while
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"kind of make a bark sound, and then carefully go backward a tiny bit, and then please veer right a bit, then um go forward for a while",[bark:0][backward:10][right:45][forward:60],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: kind of make a bark sound, and then carefully go backward a tiny bit, and then please veer right a bit, then um go forward for a while
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"kind of turn right all the way around, then reverse a bit, then rotate right slightly, after that please reverse a tiny bit",[right:180][backward:30][right:15][backward:10],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: kind of turn right all the way around, then reverse a bit, then rotate right slightly, after that please reverse a tiny bit
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"kind of veer right a bit, and then rotate right slightly, then okay back up a little, then carefully turn right a bit",[right:45][right:15][backward:30][right:45],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: kind of veer right a bit, and then rotate right slightly, then okay back up a little, then carefully turn right a bit
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"move back for a while, and then carefully veer right all the way around, next carefully let out a bark, and then back up a lot.",[backward:60][right:180][bark:0][backward:100],[left:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: move back for a while, and then carefully veer right all the way around, next carefully let out a bark, and then back up a lot.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"okay rotate left slightly, and then um move ahead a little, then please go forward slightly, and then please turn right about a quarter turn",[left:15][forward:30][forward:10][right:45],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: okay rotate left slightly, and then um move ahead a little, then please go forward slightly, and then please turn right about a quarter turn
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"okay rotate right about-face, then advance a bit, after that kind of advance some distance, next um turn right a lot.",[right:180][forward:30][forward:60][right:90],[left:180],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: okay rotate right about-face, then advance a bit, after that kind of advance some distance, next um turn right a lot.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"okay turn right a lot, and then please turn left about-face, next okay move ahead for a long while, and then let out a bark.",[right:90][left:180][forward:100][bark:0],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: okay turn right a lot, and then please turn left about-face, next okay move ahead for a long while, and then let out a bark.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"okay veer left all the way around, after that carefully make a bark sound",[left:180][bark:0],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: okay veer left all the way around, after that carefully make a bark sound
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"please rotate right about-face, then please move forward slightly, and then carefully let out a bark",[right:180][forward:10][bark:0],[right:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: please rotate right about-face, then please move forward slightly, and then carefully let out a bark
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"turn left about a quarter turn, after that um move ahead for a while, then um turn right about a quarter turn, next back up a lot.",[left:45][forward:60][right:45][backward:100],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: turn left about a quarter turn, after that um move ahead for a while, then um turn right about a quarter turn, next back up a lot.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"turn right a lot, then veer right a bit, after that please go backward for a while, then carefully turn right a tiny bit.",[right:90][right:45][backward:60][right:15],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: turn right a lot, then veer right a bit, after that please go backward for a while, then carefully turn right a tiny bit.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"um turn left all the way around, next please veer left a bit, next carefully advance a lot",[left:180][left:45][forward:100],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: um turn left all the way around, next please veer left a bit, next carefully advance a lot
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,held_test_20,"veer left a tiny bit, next kind of make a bark sound, and then okay let out a bark",[left:15][bark:0][bark:0],[left:45],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: veer left a tiny bit, next kind of make a bark sound, and then okay let out a bark
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_held_test_20.jsonl_shot0.jsonl
Qwen/Qwen3-0.6B,0,iid_test_20,"First, bark. Then, advance some distance. After that, move ahead slightly.",[bark:0][forward:60][forward:10],[left:15],True,"You are converting instructions into an action sequence program.
Output only the program, with no extra text.
Program format: concatenate bracketed calls with no separators.
Each call format: [tool:value]
Allowed tools: forward, backward, left, right, bark
Allowed values for forward/backward: 10, 30, 60, 100
Allowed values for left/right: 15, 45, 90, 180
Allowed value for bark: 0
Example format only: [left:45][forward:60][bark:0]

Instruction: First, bark. Then, advance some distance. After that, move ahead slightly.
Action sequence:",qwen3_raw_06b_20_Qwen_Qwen3-0.6B_data_iid_test_20.jsonl_shot0.jsonl
